ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
2980,15,10,2024,65,L,158,4,5,50000
4142,26,5,2024,71,P,846,3,6,20000
7112,2,6,2023,52,P,371,12,1,20000
5469,29,12,2023,52,P,851,10,12,40000
2539,10,3,2024,61,P,257,1,14,40000
869,27,7,2024,33,L,169,1,9,40000
1767,18,1,2024,80,P,876,20,7,50000
567,4,3,2022,53,P,686,6,6,30000
9300,31,4,2024,60,L,121,1,6,30000
4476,30,2,2024,35,P,354,14,9,20000
7558,17,11,2024,41,P,44,12,10,10000
2859,16,7,2022,24,P,691,10,7,40000
6254,1,6,2024,25,P,131,20,5,20000
5531,17,3,2022,67,P,919,4,9,30000
1963,31,6,2024,22,P,662,1,4,50000
3375,22,2,2022,73,P,721,14,5,20000
9945,13,11,2023,74,L,171,15,8,50000
90,1,10,2023,73,L,492,8,9,40000
8038,8,2,2022,57,L,698,8,13,50000
3504,11,3,2024,33,P,177,16,6,30000
1291,15,10,2023,58,L,903,8,9,10000
9536,12,9,2024,37,P,376,16,3,40000
412,4,10,2024,43,P,662,7,4,50000
2862,12,8,2024,34,P,852,6,11,40000
8295,16,2,2023,28,L,149,4,4,50000
9647,23,12,2024,62,P,627,12,4,50000
2517,19,3,2022,43,L,65,7,6,30000
3737,15,6,2024,63,P,864,2,7,10000
7505,6,5,2023,52,L,250,15,6,50000
8433,23,11,2024,33,P,756,5,3,10000
9951,5,2,2023,48,L,582,4,12,10000
5342,3,6,2022,37,L,47,14,4,10000
8508,23,11,2024,46,L,603,6,8,10000
4645,6,5,2022,31,P,899,17,13,50000
5408,23,11,2023,62,P,953,15,12,20000
7713,18,10,2024,42,L,809,20,12,50000
8917,3,2,2023,33,P,210,11,13,30000
3230,29,6,2024,36,L,535,4,6,10000
5437,8,2,2024,36,P,217,12,1,50000
9911,5,11,2022,70,P,926,10,14,50000
9163,11,10,2024,78,L,27,2,10,30000
6647,21,5,2024,39,L,179,13,7,10000
6863,15,6,2023,64,P,608,16,8,20000
4938,8,2,2024,28,P,489,4,2,40000
7558,15,12,2022,73,L,185,1,5,20000
4034,15,7,2024,27,L,431,6,9,50000
175,21,4,2022,76,P,28,16,12,40000
1911,12,6,2022,28,L,138,12,14,20000
2389,26,12,2023,35,P,93,10,8,50000
8992,11,6,2022,41,L,209,18,10,30000
40,4,3,2023,73,L,366,15,3,10000
3213,22,4,2022,59,P,392,1,7,30000
4808,3,4,2023,59,P,916,9,13,40000
4347,2,2,2022,44,L,406,19,13,30000
1255,9,7,2024,22,L,494,2,6,30000
7626,8,9,2023,36,P,77,17,2,40000
7825,21,5,2023,68,L,334,2,13,40000
6073,4,5,2023,71,L,761,10,12,10000
5829,9,10,2022,21,L,175,18,6,40000
2578,14,2,2023,39,L,565,7,10,10000
4218,5,10,2024,67,L,721,20,6,20000
5453,4,7,2022,73,L,367,18,5,50000
4231,29,10,2023,44,P,769,18,7,40000
1990,1,10,2023,31,L,600,4,12,40000
2420,29,11,2022,38,P,948,18,9,40000
5553,3,8,2023,59,L,55,12,7,30000
3282,22,7,2022,76,P,759,1,6,10000
9164,12,4,2022,55,P,52,15,10,50000
6714,18,2,2023,32,P,159,6,2,10000
9653,2,1,2024,67,L,438,9,7,40000
2062,13,6,2023,68,L,100,13,14,20000
666,6,2,2024,75,L,775,5,1,40000
3351,4,5,2022,42,L,527,14,14,50000
9637,5,3,2024,57,L,332,5,10,50000
9337,13,2,2024,42,P,41,10,2,40000
5990,4,4,2023,24,L,57,5,7,40000
5656,26,5,2023,68,L,8,5,1,10000
5388,21,11,2022,48,L,615,11,5,10000
8491,18,3,2022,37,L,665,18,10,10000
7429,3,11,2022,68,P,917,18,3,30000
3934,20,2,2022,58,P,32,9,9,30000
4729,25,5,2023,67,L,102,15,1,10000
5819,30,2,2024,68,L,364,15,9,40000
2740,23,7,2024,58,P,29,6,3,30000
2059,28,2,2022,26,P,593,3,5,30000
6177,30,5,2022,57,L,130,19,1,30000
9817,17,7,2023,37,L,410,20,12,50000
8149,3,1,2023,39,L,16,13,7,30000
7404,26,9,2024,36,P,890,7,11,50000
7541,18,1,2023,34,P,409,10,5,30000
6893,10,12,2024,32,P,895,3,7,30000
4281,14,1,2022,24,P,522,20,11,40000
7594,11,11,2022,55,L,89,14,10,10000
1978,31,7,2024,27,P,468,1,5,10000
9952,5,12,2024,59,L,278,8,12,40000
1199,27,3,2022,78,P,664,6,5,50000
543,26,8,2023,28,L,267,18,7,40000
6607,14,4,2023,38,L,699,17,5,40000
9522,3,2,2024,37,L,271,9,7,30000
1951,11,6,2022,29,P,835,18,8,20000
2257,25,9,2022,76,L,470,18,14,40000
2804,27,1,2023,23,L,141,8,2,20000
2941,11,8,2024,33,P,18,6,7,10000
9449,3,12,2022,60,L,876,13,11,10000
9938,26,6,2023,48,L,721,10,12,10000
9966,25,10,2022,45,P,854,14,3,40000
3678,28,6,2023,47,L,471,12,7,40000
8660,23,4,2024,45,P,364,1,7,50000
1089,30,12,2023,66,L,529,2,11,10000
2690,10,4,2024,74,L,591,8,4,40000
9589,26,12,2023,56,L,59,15,1,10000
8811,30,1,2022,33,P,236,17,1,40000
6901,14,9,2024,33,P,599,14,7,50000
5720,13,1,2022,56,L,865,19,8,10000
8028,29,12,2023,30,P,641,4,6,30000
865,15,10,2023,64,L,282,18,12,20000
5956,17,12,2022,69,L,47,8,13,30000
3243,15,11,2022,35,P,994,16,6,10000
7557,27,2,2024,72,L,74,3,3,10000
611,28,4,2024,62,P,452,2,14,40000
7311,19,6,2023,57,P,448,14,13,50000
8711,27,4,2023,63,L,740,20,10,40000
2979,24,6,2023,73,P,190,8,12,30000
4385,10,6,2022,77,P,348,7,11,20000
8947,20,8,2022,59,L,611,17,10,20000
6671,13,1,2022,32,L,389,7,5,10000
841,3,10,2024,44,L,685,5,6,20000
7393,24,11,2022,26,P,646,7,9,20000
6510,26,1,2023,79,P,848,1,13,20000
7662,10,6,2023,35,L,790,11,10,10000
9638,1,3,2022,79,P,893,9,7,50000
50,28,7,2022,65,P,313,10,10,50000
3083,21,2,2024,61,L,404,9,1,50000
8613,16,4,2022,28,L,162,10,4,30000
8178,28,10,2022,39,L,97,2,12,40000
8664,28,9,2023,58,P,794,9,4,10000
661,21,12,2022,52,L,332,13,13,20000
9648,4,12,2024,60,P,168,18,1,30000
6254,22,10,2024,37,L,957,18,5,10000
4942,15,9,2022,30,L,394,9,5,40000
9343,20,3,2022,52,P,955,16,4,50000
3946,18,12,2024,57,P,726,3,10,20000
810,7,4,2024,61,P,558,13,12,40000
6811,13,3,2024,74,P,877,12,12,10000
7047,4,4,2022,37,P,133,16,13,10000
9757,12,8,2023,26,L,917,12,11,20000
1180,2,11,2022,58,P,100,8,3,40000
5477,19,3,2024,60,P,54,12,11,30000
8958,15,10,2024,55,L,701,2,13,10000
2999,5,1,2024,32,L,377,14,1,30000
403,11,2,2022,32,L,196,5,9,10000
2161,10,7,2024,72,L,318,1,2,50000
5579,15,6,2023,22,P,354,10,10,40000
9732,8,4,2022,27,L,652,7,8,30000
9979,6,4,2024,73,P,824,11,12,40000
4258,28,7,2022,55,P,275,1,3,50000
2834,19,2,2024,41,L,406,6,10,30000
6543,2,11,2022,21,P,938,18,11,30000
3332,28,1,2023,77,P,570,15,14,50000
5945,2,7,2022,78,P,686,4,3,30000
5649,15,11,2024,21,P,560,16,9,20000
8984,10,1,2023,75,P,488,12,12,50000
7293,25,1,2024,79,P,123,7,4,40000
5993,13,1,2024,75,P,773,5,6,40000
9529,30,6,2023,53,L,185,1,6,30000
7320,21,10,2024,32,P,461,20,8,50000
929,10,6,2022,46,P,457,20,14,20000
8333,21,12,2022,64,P,492,20,11,30000
7998,21,9,2024,32,P,922,13,6,40000
8258,3,6,2023,33,P,332,8,8,50000
7871,10,10,2023,70,L,742,7,14,30000
1863,1,11,2024,45,L,523,19,6,50000
6877,6,2,2023,33,L,838,13,13,30000
1020,16,1,2023,80,P,350,20,4,50000
2154,5,5,2022,35,P,198,16,10,20000
9240,4,9,2024,76,P,601,4,9,40000
1084,10,6,2024,28,P,357,1,11,30000
5816,28,1,2024,43,P,997,10,8,30000
6899,5,7,2023,45,P,786,8,10,30000
6232,15,10,2022,29,P,892,20,9,50000
5032,22,6,2023,44,P,215,13,14,40000
511,25,12,2023,73,P,517,3,2,10000
9140,24,5,2023,35,P,442,19,4,40000
390,29,4,2023,77,L,197,15,14,40000
663,14,11,2023,57,P,810,6,2,20000
2323,27,10,2022,74,L,336,16,1,20000
5431,2,9,2024,58,L,891,9,12,20000
5336,5,3,2022,66,L,931,12,14,50000
777,15,3,2024,61,L,908,5,6,50000
4583,25,11,2023,51,L,449,3,14,50000
8181,2,3,2023,45,L,751,18,14,10000
9835,2,11,2024,35,L,258,13,11,20000
8326,30,4,2023,30,P,18,12,6,30000
6080,20,11,2024,35,P,208,18,13,50000
3260,5,2,2024,34,P,551,4,3,40000
4532,27,1,2024,33,P,164,5,5,20000
1909,2,3,2024,28,L,484,12,1,20000
3417,10,3,2022,54,P,488,7,3,40000
5205,7,5,2022,66,P,611,11,1,50000
4820,25,2,2023,64,L,720,15,14,40000
9950,18,2,2024,70,P,337,2,5,40000
5007,15,5,2023,26,L,679,20,1,50000
9165,5,12,2023,44,L,154,16,11,40000
2785,6,7,2023,57,L,390,9,8,20000
1771,26,11,2022,51,P,790,6,12,30000
2284,2,12,2024,57,L,203,11,11,40000
6403,25,9,2022,73,L,550,18,13,30000
5908,29,5,2022,34,L,649,2,9,50000
4106,12,4,2024,33,L,947,16,7,40000
5419,17,10,2022,63,P,727,6,3,20000
5067,22,12,2024,73,L,981,3,12,50000
3409,10,11,2022,41,P,81,19,11,50000
1159,19,8,2022,56,L,963,17,8,10000
395,4,10,2024,62,P,78,8,9,40000
2326,4,9,2022,36,L,974,16,11,10000
7891,16,5,2024,51,L,59,12,10,30000
1477,29,7,2023,31,L,364,16,9,30000
1840,16,3,2023,23,L,651,17,13,40000
1841,7,2,2022,42,L,911,16,1,30000
2555,31,9,2023,51,L,141,7,5,20000
3107,19,6,2022,27,P,235,7,7,20000
811,2,6,2022,32,L,602,1,13,40000
7444,31,8,2023,41,P,803,3,2,50000
3834,12,6,2024,59,P,821,11,9,20000
4373,20,2,2022,43,P,224,17,4,40000
6952,8,12,2022,69,L,316,17,13,30000
2301,7,1,2022,39,L,282,15,6,50000
8678,30,2,2024,78,L,161,17,1,20000
5456,16,8,2024,43,P,241,5,13,10000
398,3,4,2022,50,L,288,16,1,20000
7319,27,6,2024,23,P,766,4,8,30000
9866,1,11,2024,61,L,635,4,11,50000
3349,3,8,2022,29,L,911,7,10,10000
8068,23,1,2022,58,L,609,12,13,30000
8492,10,2,2022,34,P,672,8,13,50000
5579,20,7,2023,78,L,319,15,13,50000
6702,14,7,2024,63,L,998,16,2,50000
8910,5,12,2022,60,L,404,12,4,50000
4486,13,12,2023,52,L,264,8,6,50000
3263,14,11,2022,27,P,228,17,13,30000
5923,15,4,2024,68,L,516,1,13,10000
8976,7,5,2024,40,L,658,7,9,10000
6260,25,12,2024,47,P,612,16,1,30000
653,23,2,2022,51,P,513,18,6,30000
5867,9,12,2022,27,P,416,8,4,30000
5383,9,11,2024,58,L,153,11,13,50000
7411,9,5,2024,39,L,481,6,9,30000
9001,10,2,2023,67,P,283,5,14,40000
961,21,9,2024,42,P,246,1,3,30000
2459,2,4,2023,51,L,335,7,11,20000
8626,26,6,2022,25,L,913,3,6,30000
9343,3,1,2023,65,P,209,14,9,20000
7403,10,1,2024,66,L,239,17,14,20000
2116,14,1,2022,23,P,747,3,2,30000
280,28,10,2023,64,P,116,11,11,10000
8244,7,9,2022,46,P,312,3,7,40000
3157,19,9,2024,76,P,267,3,5,10000
7115,11,3,2024,70,P,182,9,4,10000
1837,6,9,2022,79,L,623,19,6,50000
1085,22,2,2024,64,P,895,2,4,50000
2379,27,3,2023,31,P,823,2,2,20000
4191,1,1,2024,65,P,82,9,6,30000
6379,27,6,2024,75,L,726,9,1,40000
5176,4,5,2024,38,P,245,9,12,40000
7660,25,1,2023,39,L,704,12,9,50000
5000,20,11,2023,42,L,820,2,4,40000
9908,28,2,2023,32,L,687,2,5,10000
1957,28,12,2023,68,L,508,17,11,40000
9083,21,5,2023,48,L,443,7,7,30000
1005,15,7,2024,70,L,475,13,9,50000
390,27,12,2023,73,P,136,18,3,30000
5147,9,9,2024,52,P,674,10,2,20000
2204,1,11,2023,48,L,753,7,13,10000
4940,18,6,2024,44,P,882,20,1,20000
5856,8,8,2024,33,L,314,12,14,10000
5643,13,4,2024,33,P,733,19,2,40000
6621,12,12,2024,64,L,240,9,12,40000
1053,23,5,2023,39,L,712,15,6,30000
7206,11,12,2024,34,P,556,3,10,10000
5775,4,10,2023,63,P,128,18,11,50000
8921,4,10,2022,39,L,92,1,12,30000
5057,6,11,2023,60,L,76,10,7,30000
120,20,11,2023,57,P,233,16,13,20000
8853,12,6,2023,71,P,791,3,1,30000
2271,22,7,2024,31,L,276,7,14,30000
726,11,6,2022,49,L,689,8,1,30000
1439,24,12,2022,40,P,593,4,1,20000
3241,30,1,2023,27,L,434,6,13,30000
3314,26,1,2024,70,P,388,9,9,40000
9159,10,7,2023,26,L,297,14,10,30000
1123,20,1,2022,60,P,352,15,14,10000
6884,28,4,2023,69,L,181,4,3,30000
1203,23,3,2023,44,P,432,5,12,50000
5340,18,3,2024,30,P,936,1,9,40000
6925,28,8,2022,22,P,915,4,3,50000
6658,3,11,2024,48,L,726,11,10,20000
557,18,4,2024,25,L,806,16,6,40000
7590,13,10,2022,39,L,860,18,1,30000
482,24,11,2023,71,L,655,3,6,20000
5634,4,9,2024,28,P,428,20,7,10000
276,19,2,2022,74,L,583,6,1,50000
5918,14,12,2024,70,L,644,15,7,40000
6609,31,3,2023,56,P,485,19,13,50000
4258,7,4,2023,76,P,626,1,9,50000
2564,30,4,2023,62,L,246,19,2,50000
4947,20,5,2024,64,P,668,16,8,40000
1719,8,9,2024,80,P,872,8,13,50000
7403,10,5,2024,45,L,578,1,14,50000
5885,8,4,2022,66,L,639,2,14,50000
9526,8,6,2023,54,P,914,20,14,30000
2990,24,6,2024,37,L,55,1,6,30000
9978,2,4,2023,41,L,630,14,7,20000
4598,21,8,2022,21,L,462,1,11,50000
6984,21,8,2023,43,L,901,13,2,10000
7534,14,4,2024,76,P,622,5,13,50000
1279,22,5,2024,35,P,977,4,13,40000
5500,18,7,2024,23,L,637,16,4,20000
1058,2,1,2022,75,P,57,11,2,50000
4286,8,12,2022,59,P,584,16,7,30000
7437,28,3,2024,80,L,245,7,6,40000
8151,3,6,2023,47,L,453,13,13,40000
7818,19,10,2022,30,L,330,4,13,10000
5632,28,10,2024,60,L,810,3,12,10000
391,7,3,2024,56,L,427,12,4,20000
7927,5,7,2023,69,L,34,2,2,40000
5496,18,8,2022,57,P,751,4,9,10000
1241,13,5,2024,73,P,433,18,14,30000
2780,3,8,2022,65,L,813,8,13,30000
4653,14,11,2024,27,P,217,5,13,20000
6030,8,1,2024,80,P,537,15,4,40000
2324,15,11,2023,45,P,810,8,3,50000
913,31,7,2022,29,P,839,7,5,20000
3270,14,4,2022,57,L,923,20,10,10000
9890,3,8,2023,71,P,423,8,6,30000
9601,11,5,2022,76,L,57,16,1,10000
3158,12,5,2024,55,P,651,9,8,50000
4284,6,1,2024,40,P,897,2,8,40000
9784,3,11,2024,50,L,837,17,14,40000
6349,1,9,2022,49,P,39,8,5,30000
9877,6,9,2023,74,L,378,2,4,40000
4141,19,12,2023,21,L,444,6,3,10000
5757,18,1,2022,55,P,358,15,10,50000
1147,20,12,2024,49,L,767,4,2,30000
4431,6,8,2022,70,L,169,2,5,50000
5591,30,2,2022,66,P,289,8,12,40000
4546,16,12,2024,49,P,591,12,14,20000
6217,15,6,2023,48,P,624,18,6,40000
661,17,6,2022,78,L,250,20,6,40000
3382,5,6,2024,50,P,814,6,1,20000
3211,6,10,2023,54,P,672,16,14,10000
3438,2,9,2023,53,P,473,14,8,10000
4012,14,6,2023,46,P,621,2,6,40000
3582,9,11,2023,35,L,820,17,12,10000
9152,30,6,2023,54,L,511,1,10,40000
8316,21,6,2022,56,L,477,8,8,20000
9468,5,8,2024,32,P,953,10,11,50000
4628,28,12,2024,21,L,835,18,11,10000
4327,17,8,2022,61,P,385,1,14,20000
2779,16,3,2023,72,L,219,9,14,30000
1530,30,10,2024,74,P,758,8,5,40000
9599,22,8,2022,76,L,117,20,7,20000
7632,28,7,2023,25,P,836,12,11,10000
159,25,2,2023,34,P,259,4,9,30000
4221,21,3,2024,56,L,262,16,5,50000
4140,26,8,2024,74,P,375,12,5,40000
768,31,3,2023,45,L,967,3,2,50000
8310,28,2,2023,40,L,578,10,5,30000
1878,9,4,2022,56,P,468,1,7,40000
6623,9,3,2024,70,P,208,1,3,20000
3233,22,6,2023,58,P,124,16,8,50000
1843,22,10,2024,70,P,225,14,3,50000
9726,21,11,2024,54,P,364,9,11,50000
2541,21,10,2022,65,P,77,16,5,50000
3375,4,1,2023,72,P,51,12,9,10000
6355,26,10,2023,77,P,610,11,6,20000
2744,8,12,2024,22,L,125,8,12,50000
1841,21,4,2024,24,L,551,8,14,50000
2176,7,12,2023,28,P,558,16,12,20000
4302,11,8,2022,30,P,553,14,14,40000
5334,22,1,2024,46,L,816,4,5,10000
8682,8,4,2022,60,P,27,17,8,40000
5851,27,11,2023,30,P,174,16,8,40000
315,25,5,2023,58,L,926,15,12,40000
3373,19,7,2023,65,L,937,6,13,20000
9490,14,7,2022,59,P,958,19,6,10000
5347,23,2,2022,58,L,283,3,5,40000
7726,2,9,2022,62,P,203,20,11,40000
2819,20,5,2023,71,L,102,2,6,50000
5768,15,5,2024,21,L,953,1,4,20000
1254,21,5,2024,24,P,861,11,5,50000
2771,26,9,2024,55,P,54,10,9,50000
143,26,11,2023,23,P,440,8,14,30000
5189,26,2,2023,21,L,348,3,3,20000
1066,9,8,2022,21,L,301,10,5,50000
6623,21,5,2024,57,L,386,7,4,30000
5306,25,10,2024,55,P,664,6,7,40000
2532,10,2,2022,35,P,847,10,3,50000
2700,24,11,2023,46,L,587,10,9,30000
3655,19,8,2024,54,P,541,3,11,30000
4037,22,1,2024,26,P,36,6,1,20000
4252,30,1,2023,21,P,175,18,1,10000
5691,9,10,2023,53,P,702,11,4,20000
3269,10,11,2023,47,L,453,5,10,30000
4147,7,8,2022,45,L,87,10,13,30000
8733,28,12,2024,40,P,345,18,2,40000
9990,11,10,2022,60,L,195,15,7,10000
3005,14,2,2023,50,L,148,14,10,30000
178,10,4,2023,57,L,147,20,13,10000
3535,8,12,2023,47,L,559,1,6,10000
368,26,2,2023,58,P,297,6,6,20000
4832,2,4,2023,44,L,918,2,14,50000
3237,22,12,2022,50,L,374,9,8,40000
1567,7,8,2022,54,L,554,17,9,10000
5967,16,3,2023,29,L,975,10,14,40000
3256,1,4,2022,29,L,699,8,8,20000
6065,31,4,2023,43,L,413,13,7,30000
430,16,8,2023,61,L,75,4,2,40000
1744,12,8,2022,22,P,426,17,13,20000
5127,18,4,2022,37,L,667,18,4,40000
4721,14,7,2024,27,P,825,13,2,20000
2021,11,5,2023,56,P,104,9,9,20000
885,28,12,2023,41,L,813,5,9,30000
6687,2,11,2024,80,L,460,14,9,20000
7671,16,6,2023,30,L,993,6,1,50000
2839,11,5,2022,67,L,15,11,11,40000
4741,18,12,2022,75,L,549,10,13,50000
6503,18,8,2024,23,P,715,13,11,10000
6906,14,8,2022,43,P,46,18,2,10000
681,16,6,2023,31,L,765,11,3,20000
7501,23,11,2022,22,P,80,4,10,20000
6675,14,12,2023,61,P,952,20,4,30000
1317,3,9,2024,54,P,153,17,6,30000
96,24,1,2022,55,P,638,15,2,20000
9125,23,10,2022,23,P,706,19,13,30000
7227,12,2,2022,22,L,415,6,11,40000
778,1,5,2023,49,L,627,2,4,30000
7244,17,6,2024,57,L,956,12,7,30000
1591,9,9,2024,38,P,828,4,8,10000
9400,28,10,2024,69,P,644,2,11,50000
2391,1,7,2023,47,L,463,14,8,30000
6868,16,11,2022,65,L,956,12,11,30000
186,23,3,2024,22,P,246,14,12,40000
7522,13,3,2023,38,P,968,20,14,20000
9602,31,7,2023,73,P,522,17,3,30000
7394,17,11,2023,65,L,678,10,6,10000
4930,12,8,2023,46,P,666,8,10,20000
5616,22,9,2022,30,L,747,20,10,40000
176,27,3,2023,64,P,614,7,2,30000
5172,6,3,2024,21,P,455,13,6,50000
5318,18,3,2024,54,L,480,9,2,10000
3239,31,2,2023,64,L,625,4,7,10000
1945,29,9,2023,71,L,389,18,11,10000
9977,25,10,2024,59,P,427,7,8,50000
3510,23,9,2023,28,L,498,6,7,10000
2825,16,12,2024,59,L,830,17,14,10000
9599,27,11,2023,26,L,654,16,11,40000
3179,6,4,2022,65,L,741,20,3,30000
2180,26,2,2022,46,L,883,15,2,50000
2711,7,2,2024,33,L,292,8,3,40000
3870,18,7,2022,48,P,554,2,2,30000
6583,21,1,2023,78,L,218,17,8,20000
4142,24,12,2023,50,P,374,11,10,10000
2027,18,11,2022,22,P,163,19,11,50000
9647,28,1,2024,32,L,759,4,12,20000
4788,5,11,2022,34,P,138,10,10,50000
487,26,2,2024,73,L,427,16,10,10000
4806,2,10,2024,48,P,338,7,5,50000
866,14,2,2023,38,L,923,19,5,30000
2246,24,9,2023,60,P,239,19,6,50000
8573,13,9,2024,49,L,678,14,7,50000
7167,12,10,2022,30,P,379,6,5,10000
19,9,11,2022,71,P,660,4,2,20000
4842,8,9,2024,30,P,770,16,7,10000
3731,7,9,2024,51,P,418,8,3,20000
6176,11,8,2023,30,L,987,3,4,50000
972,18,9,2024,42,P,769,18,8,50000
9695,24,6,2022,64,L,397,17,6,50000
7674,24,2,2024,38,P,291,15,6,10000
7188,9,3,2023,57,L,437,16,1,20000
8443,18,1,2023,79,L,290,5,6,30000
5370,24,10,2023,22,P,337,4,14,30000
4695,15,10,2022,22,L,158,2,8,50000
8396,9,9,2022,33,P,714,4,14,30000
1471,26,1,2024,72,L,384,4,3,20000
3448,1,10,2023,44,L,860,1,1,50000
5745,27,3,2023,28,L,418,2,14,10000
8971,19,2,2022,25,P,796,14,6,40000
2838,31,10,2023,77,L,392,10,10,20000
2504,31,4,2024,67,P,836,6,4,40000
1868,15,5,2023,21,P,718,20,8,40000
8352,17,9,2024,30,L,804,9,10,30000
9282,27,2,2023,58,L,890,1,10,30000
377,9,10,2022,60,L,509,2,3,50000
451,27,3,2023,27,L,115,10,3,20000
1135,8,5,2023,39,P,863,19,13,20000
9419,12,2,2024,30,L,411,18,6,50000
4124,10,2,2024,69,L,554,16,3,20000
5506,9,10,2022,79,P,653,20,13,30000
209,29,4,2022,80,P,317,13,2,10000
9106,1,10,2023,75,P,184,20,13,10000
6447,10,5,2022,33,L,295,12,9,50000
1427,17,9,2022,47,P,883,4,11,30000
6945,28,7,2023,62,P,890,3,12,30000
7118,16,5,2022,24,P,362,10,3,40000
3892,2,11,2022,26,P,526,4,2,50000
8162,7,1,2022,25,L,624,4,8,30000
9403,20,12,2023,41,L,791,6,4,20000
7149,20,4,2023,53,P,47,5,11,50000
2707,4,1,2022,34,P,921,19,3,40000
9402,31,2,2024,50,P,499,18,9,10000
9252,10,7,2024,67,L,519,9,4,10000
5875,17,9,2022,46,L,988,20,7,50000
4753,31,3,2022,22,L,497,17,6,50000
7119,25,1,2023,39,P,127,8,11,20000
9547,22,1,2022,45,P,251,20,5,10000
9927,12,5,2022,47,P,331,4,14,50000
9980,16,9,2023,68,L,812,2,10,20000
3242,21,11,2022,61,L,198,5,11,40000
7872,20,6,2024,79,L,412,18,8,50000
3322,4,12,2022,47,P,315,12,6,50000
329,23,3,2023,33,L,493,18,4,30000
8832,31,3,2023,43,P,615,2,13,10000
997,28,3,2022,70,L,333,17,10,10000
6733,11,8,2024,59,L,507,19,1,40000
8209,26,8,2024,28,P,456,13,9,20000
7618,24,12,2022,27,L,745,10,14,30000
9197,7,3,2024,80,P,255,14,5,40000
6040,28,5,2023,78,P,259,9,13,50000
2246,6,11,2024,64,L,313,20,3,10000
1581,30,3,2024,22,L,775,5,11,10000
6644,5,4,2024,51,L,885,12,10,50000
4579,1,7,2024,72,P,521,20,5,40000
9593,3,8,2022,79,P,698,8,7,30000
9882,29,7,2024,32,P,694,9,9,40000
2852,1,7,2024,55,L,253,8,4,50000
6914,28,4,2023,23,P,684,12,7,40000
6632,16,8,2023,48,P,917,10,1,10000
5627,16,8,2024,70,L,924,16,14,40000
9547,28,3,2023,39,L,435,3,14,20000
4892,3,7,2024,60,P,231,7,4,10000
1800,27,7,2024,31,L,783,9,1,10000
1360,18,10,2024,43,P,482,20,11,20000
4544,23,4,2023,68,P,800,12,12,10000
2593,10,12,2023,33,L,704,9,7,30000
819,17,2,2022,79,P,710,20,12,40000
7628,2,12,2024,71,L,700,7,2,40000
702,16,5,2024,56,P,198,6,6,50000
7934,13,7,2022,72,L,16,11,8,20000
5075,3,12,2023,25,L,373,17,8,50000
2630,15,8,2022,56,L,801,1,6,40000
5409,5,7,2024,39,L,44,8,10,40000
653,22,3,2024,54,L,316,18,11,50000
2777,29,1,2023,43,P,969,15,4,20000
6950,23,6,2022,45,P,15,17,10,20000
1118,22,12,2024,48,L,995,17,10,50000
2561,28,6,2024,64,P,432,7,2,40000
9689,13,6,2022,30,L,60,18,5,40000
5259,22,7,2024,75,L,821,20,1,30000
1000,21,8,2024,27,P,10,17,2,10000
6323,23,5,2022,47,P,418,14,4,30000
2972,11,4,2022,71,L,335,6,12,50000
940,28,3,2024,75,P,550,16,1,50000
3574,1,3,2022,30,L,665,4,5,50000
9813,23,11,2024,23,L,325,13,6,40000
4759,22,10,2024,29,P,538,13,7,40000
4333,21,7,2023,36,L,796,15,3,10000
8634,19,10,2022,44,L,305,4,4,10000
6257,11,2,2022,54,P,998,10,11,50000
8267,4,8,2024,78,L,484,7,8,40000
2655,17,8,2022,78,L,176,7,11,30000
1652,15,7,2022,75,L,519,7,10,50000
4866,20,11,2024,29,L,608,15,2,10000
916,26,5,2024,60,P,475,5,13,50000
1240,15,3,2023,60,P,929,20,3,50000
8824,17,2,2022,74,P,834,8,1,20000
8867,27,5,2024,76,P,418,6,14,40000
9062,11,8,2022,73,L,381,11,3,30000
5284,24,7,2022,71,L,91,6,3,20000
4193,28,7,2023,37,L,360,6,9,40000
5606,2,4,2022,60,L,84,13,12,50000
8943,26,6,2024,30,P,395,14,4,20000
9009,1,2,2022,76,L,55,3,14,10000
2275,13,1,2022,30,L,869,9,6,10000
740,13,1,2022,62,P,837,14,3,10000
6426,8,2,2023,26,L,250,14,9,30000
1083,4,6,2023,28,P,694,18,1,10000
7787,25,2,2023,45,P,297,15,9,30000
8085,24,6,2024,79,L,884,18,1,50000
8569,10,12,2023,74,L,495,1,5,40000
8882,26,5,2022,58,L,154,15,14,40000
5990,11,7,2024,46,L,599,8,10,20000
5753,11,6,2024,48,L,23,4,1,20000
1516,31,3,2022,74,P,605,7,5,30000
9802,15,8,2023,33,P,405,16,9,10000
4732,22,7,2022,75,L,25,19,10,50000
6706,11,1,2022,25,P,520,9,10,10000
7521,8,10,2024,61,P,281,18,5,20000
6146,24,11,2024,64,P,544,3,10,40000
2062,28,7,2022,79,P,545,18,5,30000
4502,21,7,2022,33,L,615,16,10,40000
5747,13,5,2022,25,L,885,15,14,30000
2619,1,1,2024,49,L,167,14,4,20000
6522,8,4,2024,71,P,729,1,14,40000
7600,29,11,2023,43,P,42,15,14,20000
2914,20,11,2024,50,P,908,15,6,20000
7977,15,5,2023,60,P,464,9,7,30000
7355,30,5,2023,38,L,441,6,1,40000
